Gene.symbol	ID	adj.P.Val	logFC
PHLPP1	8021565	3.17350845169856e-05	0.949015779105445
ATP5SL	8037037	3.17350845169856e-05	0.700736025727893
ACACB	7958466	3.18562567151174e-05	-0.834734899597502
ATP2A2	7958644	3.22465578016454e-05	0.929689554433109
PTPN14	7924207	3.22504838383406e-05	1.10424635988776
CDK13	8132417	3.23155645827854e-05	-0.895890342326529
	8131324	3.26000831392111e-05	-0.923785425585032
APOBEC3F	8180374	3.28295675836603e-05	-1.16756519199659
TMEM169	8048141	3.29407430034437e-05	-0.720755155307256
	8090637	3.29561884620595e-05	-0.737489267039685
CD33	8030804	3.31864744560278e-05	2.52472505464172
FAM102A	8164343	3.31864744560278e-05	-2.18612387670294
RAB27B	8021301	3.32821583939826e-05	1.97625542418027
CD109	8120719	3.3311886340493e-05	2.18389125511111
LTA	8179258	3.33318865960799e-05	-1.35298254858844
CCDC189	8000932	3.33916309614875e-05	1.40631466764966
ABHD3	8022488	3.36558185106461e-05	-1.2885355566009
LATS2	7970498	3.37000872659815e-05	1.54328317274263
NUGGC	8149979	3.37704578821987e-05	-1.34022931096032
LMNB1	8107706	3.40007423835911e-05	1.43376914810205
	7895641	3.40007423835911e-05	-1.10253031628458
LRRC34	8092009	3.40405796855573e-05	1.30067541728912
	7899151	3.40405796855573e-05	0.438157119278913
MPL	7900683	3.40405796855573e-05	1.27030902004762
DTX1	7958931	3.40405796855573e-05	-0.972731848934241
UBAP2	8160722	3.4261243053477e-05	0.705615591426303
UBE2K	8094704	3.46162629529483e-05	0.438467516312926
GART	8070102	3.46162629529483e-05	1.465582347
LMBR1L	7963024	3.46559912814217e-05	-0.643307260603172
GPBP1	8105463	3.48023978554806e-05	-0.630213843019272
PPM1N	8029701	3.48482690782535e-05	-0.697932795368478
RNASE3	7973105	3.48482690782535e-05	2.26664119169955
	7893920	3.55908187292826e-05	-1.46266525086508
MSH6	8041888	3.56824630663234e-05	0.682911256501134
KCTD20	8119067	3.61619036181608e-05	0.558800415261907
CRLF2///CRLF2	8171105	3.61745921036438e-05	1.14920674912812
	7895802	3.69905655189058e-05	-0.859047526561226
	8052676	3.70388743236462e-05	-1.01241845345125
RACGAP1P	7962487	3.73833671402919e-05	0.638132302790249
MUC20	8084895	3.74905508521097e-05	-0.621961687138324
CEP120	8113733	3.75307245849898e-05	-0.939431830938774
RPF2	8121510	3.75717186614203e-05	1.57750185111225
	7894459	3.75717186614203e-05	0.8368949318288
PSPH	8139737	3.75717186614203e-05	0.979394727484128
SMCHD1	8019885	3.76727501407651e-05	-1.22259174282993
CD53	7903893	3.79473358731549e-05	-0.834363973353733
ABCG1	8068761	3.81584010874675e-05	-1.04691142774036
	7893890	3.81771388114424e-05	1.23303953984807
PPME1	7942503	3.81996071358515e-05	0.747441128971658
ARSA	8077160	3.8215765291245e-05	-0.86693258804875
MGAT4A	8054135	3.83403244827642e-05	-2.11877137321542
MSX2P1	8008716	3.84904730645189e-05	-0.957497539649661
POMC	8050805	3.86829443243077e-05	-0.608142432856008
	7963137	3.91209758297868e-05	1.60161052387982
TMX2-CTNND1///CTNND1	7940079	3.93481424251111e-05	1.43381626789116
FEN1	7940561	3.9777869992656e-05	1.00016696891497
RELL2	8108822	3.9777869992656e-05	-0.712512754233558
TBRG1	7944850	3.98317641427962e-05	-0.525711518132653
TUBA4A	8059177	4.02501119495493e-05	-1.60732463321542
SPG11	7988286	4.12340953115665e-05	-0.506707930960314
DHX16	8124775	4.134102047753e-05	-0.911787852108834
POLR2J3///POLR2J2///POLR2J4///POLR2J	8139264	4.15523768723382e-05	-0.914102819981858
	7892626	4.16110494797019e-05	-1.13620063280725
LSP1	7937735	4.16407442312311e-05	-1.34565611012925
ENG	8164269	4.16407442312311e-05	0.982426883891155
HBM	7991758	4.20100188922969e-05	0.959836867400229
NCR1	8031387	4.21732455405719e-05	-1.01626867869161
SEMA4D	8162236	4.28791614219627e-05	-1.38989504873129
TFDP1	7970317	4.28791614219627e-05	0.963800015174604
SLC39A3	8032525	4.3095621338049e-05	1.0011625303254
TGFBRAP1	8054364	4.31929967250459e-05	1.04825286275737
EIF5B	8043861	4.32645783900922e-05	1.31281013537075
TMEM135///CCDC174	8078033	4.34156671808356e-05	-0.629928155687075
HIST1H2AB	8124391	4.37747328410327e-05	1.91477488274036
ARL4A	8180405	4.38609192757579e-05	1.8414809124025
CLDND1	8089062	4.40102352894991e-05	-0.770138916944441
RAB6B	8090803	4.4036826424545e-05	0.655920286435376
TSPOAP1	8016947	4.42300846955496e-05	0.713577350083902
SMAD2	8023191	4.43556660637099e-05	-0.819262459555554
FAM227A	8076113	4.44291574189467e-05	0.840581890631522
	7959146	4.46113421237088e-05	1.21087275487075
FAM72A///FAM72D///FAM72B	7904452	4.46113421237088e-05	1.45006984865306
ALDH6A1	7980098	4.46113421237088e-05	0.909503964863944
PPIH	7900576	4.47843801713949e-05	1.35195256880386
DTNBP1	8124022	4.49552521917137e-05	-0.677141524287983
HSPG2	7913450	4.50681695721491e-05	0.863605647234694
TRIM22	7938035	4.52412119549589e-05	-0.723821799164401
	8122803	4.53701322695262e-05	0.757701896540817
	8102858	4.54928579721469e-05	-0.618217357887752
	7982292	4.56570067470609e-05	0.500506746417235
IGF2BP2-AS1	8084627	4.56570067470609e-05	0.642955400080498
TIMM17A	7908766	4.58148220099829e-05	1.1314294842653
	8007501	4.62635115774708e-05	-1.15951819467007
HSD17B7P2	7927082	4.63284284015276e-05	-0.841036970208616
DENND1C	8033207	4.66802830264872e-05	-0.838280415676869
MAU2	8027184	4.66802830264872e-05	-0.721327256755101
MFSD11	8010092	4.66917697407518e-05	-0.640266430556688
SMS	8166402	4.67554849492476e-05	0.907999796488665
ADAM23	8047788	4.67554849492476e-05	-1.31522025430159
PDE6G	8019231	4.68249767731255e-05	0.744553545281179
NT5DC1	8121578	4.68617197362974e-05	-1.07291353346145
AKR1C1	8180376	4.69345538859202e-05	1.23673179753968
KDM8	8000411	4.70294048835706e-05	-0.996749803930838
PIK3R2	8026954	4.71117910492013e-05	0.693878570695015
HGF	8140556	4.72669224644381e-05	2.11718308610771
EREG	8095728	4.74176718828126e-05	2.67188918917007
	8136891	4.74739674922072e-05	0.988231885112245
SOS1	8051670	4.75513026417401e-05	-0.827503758614512
KDELC2	7951535	4.76128222850267e-05	1.56897879525057
CALU	8135955	4.76128222850267e-05	1.18573397523243
BIVM-ERCC5///BIVM	7969916	4.77073126399247e-05	1.66385214276644
	7894712	4.78874244570136e-05	1.16161006584807
JUNB	8026047	4.82532438597624e-05	-1.23741795202494
BAALC	8147756	4.83747503827168e-05	1.9296590694229
SLC45A3///SLC45A3	7923792	4.85376971070305e-05	1.29132491304989
RNF44	8115927	4.90165964778341e-05	-0.711295005595239
TBCC	8126442	4.92720645826618e-05	-0.766534739210883
	7894298	4.95330272300443e-05	-0.852861588712016
	7893158	4.96528746805152e-05	-0.909347967365077
	8131494	4.97400796342668e-05	-1.19517690221769
BOP1	8153678	5.0186631713241e-05	0.564305125968258
SSX2IP	7917255	5.02695975360735e-05	1.27989986995579
IGFBP2	8048205	5.07281290385171e-05	1.19202181912585
	8156194	5.08141835009071e-05	0.828038784090703
ADAM15	7905881	5.08193304339576e-05	1.02394440021315
	8053646	5.08193304339576e-05	1.63330154986622
ITGB8	8131666	5.0851899756962e-05	1.16493102077438
DHX37	7967588	5.11983605948866e-05	0.508387153573697
TRIM24	8136473	5.13254378067941e-05	0.727975582131523
ATP5J	8069633	5.13829208136594e-05	0.672094166097509
GNPTAB	7965812	5.15705742067082e-05	0.91464702702381
	7895320	5.16388634815904e-05	0.765617476724493
CCDC113	7996198	5.16780351696341e-05	0.729730343972789
	7896086	5.16780351696341e-05	1.30853191806689
VDAC1	8114145	5.17144584840813e-05	0.852182905096377
HIST1H2BE	8117389	5.19546315170406e-05	0.988849781895693
SBF1	8077042	5.19744124394345e-05	-0.574280688315191
CDC7	7902913	5.21040929878811e-05	1.21869435857483
TTC12	7943919	5.30268803243648e-05	-1.17838287504195
TCEAL9	8169022	5.32866854458759e-05	1.0070892640737
PIK3IP1	8075483	5.36514854321618e-05	-1.98079527275623
CCDC3	7932082	5.36720878704959e-05	0.898548119699548
GABARAPL2	7997272	5.38741644088098e-05	-0.770563115840135
KIAA1324	7903592	5.3939499260315e-05	-2.86807449707823
RARS2	8128013	5.43598659720652e-05	-0.461038793189343
PARK2	8130645	5.44259765202588e-05	-0.855065878371881
FARSA	8034589	5.45456948848418e-05	1.07335591274603
	8124305	5.47282135610657e-05	0.953269517521544
MPPE1	8022326	5.5275941892691e-05	-1.38723869874263
ZNF721	8098758	5.53241110646677e-05	-1.38934925399886
GTF2IRD2B///GTF2IRD2	8140170	5.54021222795628e-05	-0.876698867744898
OSBPL5	7945831	5.66060016399527e-05	1.02857998120862
FAM53B	7936884	5.67456371321738e-05	-0.896691000143989
PRDX6	7907439	5.6790163134793e-05	0.926697314860544
HIST1H3J	8124537	5.69828809890256e-05	1.43867907832766
VAV1	8025076	5.73503373846421e-05	-0.795129890141722
	7895203	5.74952909057522e-05	1.11874581701587
MED12L	8083360	5.75542537894621e-05	1.90458598745805
FCHSD1	8114709	5.75542537894621e-05	-0.790324984638324
MPST	8072777	5.75542537894621e-05	0.71654887213719
EMSY	7942650	5.80982446716074e-05	-1.21031764161904
CES4A	7996377	5.8342471260443e-05	-0.929968572001131
POU6F1	7963265	5.83432435245941e-05	-0.664973985746031
AK4	7962183	5.83432435245941e-05	1.16305873048866
C17orf53	8007569	5.83757017962489e-05	0.761477978752835
YWHAB	8062880	5.83757017962489e-05	-0.886967530216545
ZNF780A	8036820	5.88015727293775e-05	-0.905497897357143
IL12RB1	8035380	5.94803700889492e-05	-0.949572141969387
CEBPA	8036004	5.95047449147316e-05	1.20508537287755
MICAL1	8128737	5.98222784054868e-05	-0.855488651231293
BARD1	8058695	5.99041030613314e-05	1.0226204266644
ADCY2	8104394	5.99041030613314e-05	1.22177643461225
TMX1	7974303	6.04923957398146e-05	0.778085240297052
HCG4	8124689	6.04923957398146e-05	-0.625223236365076
PVRIG	8134777	6.06512309137966e-05	-1.56123507940703
NAALADL2	8083978	6.12425261335994e-05	0.645399556460317
UNC13B	8154981	6.13043043606834e-05	0.759620866353742
	8097305	6.14181759897263e-05	0.602453975404763
MRPL24	7921121	6.18768490608913e-05	1.49716472084127
	7892556	6.29737309707643e-05	0.819731869512474
RBCK1	8060353	6.29806609456567e-05	-0.888950976498867
CD27	7953333	6.33043665549573e-05	-2.68828237597845
JAG1	8064978	6.33424366455567e-05	1.82713801381293
MYL4	8007921	6.36620145785155e-05	1.00153113434581
TRAPPC10	8068974	6.43305627035706e-05	-0.712992063488658
DAZAP1	8024282	6.45150934766266e-05	0.621394671884357
ARL4C	8059854	6.45150934766266e-05	-1.74544704614852
MYBL2	8062766	6.45705536203759e-05	1.4474962591678
DPY19L2	7964665	6.50909103504712e-05	1.44273960477211
TRAFD1	7958828	6.54441609946481e-05	-0.834996195897954
SLC25A15	7968734	6.61641183510042e-05	1.10146052293424
TSTD2	8162676	6.64735418720506e-05	1.10109303495352
KBTBD7	7971218	6.65619349089386e-05	-1.35361890978685
TRIM45	7918925	6.65789241464205e-05	0.771052048339003
STRAP	7954173	6.65789241464205e-05	0.533981562272108
PYGO2	7920594	6.67673445627759e-05	-0.742767239001135
MORN3	7967193	6.67811970178003e-05	-0.762272024404761
NASP	7901123	6.6822668533106e-05	0.940024121878684
SGMS2	8096733	6.6872477378548e-05	2.10207754770862
MX2	8068697	6.69766993197512e-05	-1.77567184498639
DHCR24	7916432	6.73225028889497e-05	1.32601862440136
NAT6///HYAL3	8087596	6.75862281052609e-05	0.440332875181407
CPTP	7896917	6.80764253465592e-05	-0.510775181988659
SMAP2	7900426	6.81935715960117e-05	-1.44964564520635
RPL21P44	8100378	6.83749036404695e-05	-1.12214629707029
RBBP5	7923712	6.83749036404695e-05	-0.705264720668932
KDF1	7914003	6.83749036404695e-05	-0.566012484112244
RNF213	8010426	6.83749036404695e-05	-0.87279920802948
ANKRD13A	7958600	6.84675637630438e-05	-1.09724768922789
ZNF713	8132917	6.84829927756161e-05	0.707857000306123
PRIM1	7964271	6.86356371601721e-05	1.46370626119615
COMMD4///COMMD4	7984989	6.86356371601721e-05	0.661179421382085
CYLD	7995552	6.87441865599394e-05	-1.08025613004762
	7894598	6.91191500539606e-05	-1.07707854807256
	7894017	6.92368946496159e-05	-0.848298267765305
SEC61A1	8082408	6.92439167742783e-05	0.633843731136057
	7892824	6.94804657963899e-05	-0.83249881247959
MEX3B	7990873	6.95037485175807e-05	0.836240156951251
PDP1	8147344	7.00243199895824e-05	-0.965283098778912
SLC7A1	7970810	7.00284339308928e-05	1.36986978794445
TTC13	7925003	7.0073580132062e-05	-1.11573818837982
DOC2A	8000757	7.0073580132062e-05	0.625245356367349
DLGAP1-AS1	8019954	7.06697408727398e-05	-1.12766052425737
	8112892	7.09360409794658e-05	1.24683248526871
SPRY4	8114797	7.11535880682807e-05	0.488138557130387
	7901495	7.12245977894198e-05	-0.523286700785712
FNDC9	8115487	7.13622521631473e-05	-0.582806894207482
LINS1	7991566	7.15064380105448e-05	-1.19254579738662
ARMC7	8009755	7.16445510590272e-05	-0.676390393738095
TRIM26	8179638	7.18912270536281e-05	-0.609736617638322
SLC7A6OS	8002237	7.18912270536281e-05	-0.407302604349206
RRBP1	8065136	7.19003717781798e-05	0.75271783054195
HOXA5	8138735	7.22750024317147e-05	1.86962613421769
ZNF180	8037474	7.22976990899572e-05	-0.756726268799317
	8038200	7.24471175821275e-05	-0.768116870749431
MOB1B	8095566	7.24538292307841e-05	1.57248731707143
TFEC	8142452	7.24538292307841e-05	2.79779996217234
ERO1B	7925342	7.2466657427158e-05	-0.792014286738092
SNORA74A	8108420	7.26410793790684e-05	1.24103252843991
PXYLP1	8083075	7.3092862798972e-05	-1.32372443354762
	8084012	7.3092862798972e-05	-0.516572966007933
UBE2E1	8078262	7.32109025770872e-05	0.757355221509071
TMEM117	7954985	7.32109025770872e-05	-1.32146348223356
PKN3	8158380	7.32109025770872e-05	0.787460822293655
	7892674	7.32109025770872e-05	0.860616671418371
SPTLC2	7980438	7.32109025770872e-05	0.962463350472792
CXorf40A	8170393	7.32612201415468e-05	-0.640258211811791
	8128258	7.32649755654139e-05	-0.93017217451247
LOC100996732///LOC654342///LOC645166///LSP1	7905028	7.32651004059021e-05	-1.35529654482086
XRCC3	7981447	7.33467577844425e-05	0.565300536767579
	8149590	7.33510229187382e-05	-1.38795650412018
GTF2A1	7980523	7.37942222355621e-05	-0.818199111874146
PHC3	8083850	7.39362667326698e-05	-1.28497272301927
CORO7-PAM16///CORO7	7999120	7.39362667326698e-05	-0.618255460959182
CYBRD1	8046333	7.41070108269688e-05	2.89213288310317
TCF19	8179228	7.4400052813792e-05	1.08960236354989
SECISBP2L	7988581	7.4400052813792e-05	-0.733670373051015
PDIA6	8050278	7.46086389364398e-05	1.68624598857596
PPP2R5A	7909586	7.49131647148848e-05	-1.12212363383447
	8104625	7.5199276340833e-05	0.742401089417233
IRF1	8114010	7.5199276340833e-05	-1.24219591097505
SNCA	8101762	7.58069914538248e-05	2.04714837505556
CXorf57	8169158	7.6620207315598e-05	-1.47324801343084
	7892569	7.66436857058224e-05	-0.732724038887753
APPL2	7966003	7.67453555535618e-05	-0.723997060679135
POLD2	8139299	7.68793920072496e-05	0.907035223294785
HSPA1L	8179848	7.68969716847695e-05	-1.08614881588435
ASTE1	8090664	7.70120594106004e-05	-0.875983095850342
OAS2	7958913	7.70199438636027e-05	-1.38698783073923
BLOC1S2	7935746	7.74597834961426e-05	-0.668407789255098
MPP7	7932765	7.74597834961426e-05	-1.48505821341043
	8075198	7.75911162851437e-05	0.573458978060092
TAP2	8125483	7.76816477307977e-05	-1.67182844282426
TRIM23	8112388	7.80399313831464e-05	-0.994597965199547
GDI1	8170891	7.84377220411031e-05	-0.777162095654191
LDLRAD2	7898707	7.8551204796096e-05	0.715056178904762
	7896030	7.91990272779506e-05	0.955273229129252
SEMA4F	8042925	8.00978264460708e-05	-0.931025549395692
TMTC4	7972579	8.04148878967721e-05	1.26329796031746
HIST2H2AC	7905088	8.04821515486394e-05	0.774540403315195
DHX16	8178377	8.15542099577623e-05	-0.49038999237301
	8054790	8.15542099577623e-05	-0.833617141846938
RIF1	8045697	8.15658888457393e-05	0.615079686656468
PHYKPL	8116177	8.19276078599542e-05	-0.509035575545349
CREB1	8047839	8.19276078599542e-05	-0.722478827537415
	7894357	8.2032982568354e-05	-1.34085411912358
MFSD1	8083656	8.21851758644739e-05	1.20051567752495
	8045345	8.22785273240483e-05	-0.790072276792515
ALDH18A1	7935230	8.25848953377632e-05	2.19186692410658
MTFMT	7989708	8.34542320081246e-05	-0.757004030939908
HOXB4	8016452	8.36890742595183e-05	0.949419444018141
CDK11A	7911578	8.36890742595183e-05	-0.904886908774377
PHKB	7995382	8.36936440103969e-05	0.646840624863943
HEXDC	8010787	8.40852205323408e-05	-0.426836523439909
NANP	8065510	8.40852205323408e-05	0.909905978052157
XRN1	8091141	8.43558888769952e-05	-0.613456133173466
ADCY6	7962842	8.4395391678733e-05	1.05360211429819
EIF6	8065868	8.52756294475557e-05	0.589869880235828
	7993798	8.54156435561119e-05	0.718930296560092
SLC12A4///LCAT	8002143	8.5422394014897e-05	-0.748829200275511
TCEAL6///TCEAL2///TCEAL3	8174134	8.5422394014897e-05	0.901289694030616
ORC4	8055645	8.5422394014897e-05	-0.576902830892287
HBP1	8135392	8.57450696945869e-05	-0.834097680478461
MS4A3	7940216	8.57450696945869e-05	2.26047893534241
ZWILCH	7984330	8.59869110352749e-05	1.05656255907143
VSIG1	8169263	8.62939121097663e-05	-3.12615281122902
MFAP4	8013341	8.62939121097663e-05	0.87978547089456
LIG4	7972737	8.64585195082702e-05	-0.991650398416099
TPT1	7971373	8.65404389719994e-05	-0.86714359128458
ZNF114	8030002	8.65404389719994e-05	0.730650021738097
SERPINB1	8123598	8.65404389719994e-05	1.33933729758957
SEC23B	8061186	8.66718130452298e-05	0.479302287884352
KMT5B	7949931	8.69086675756028e-05	-0.693785771488657
	7996759	8.70067176143234e-05	-1.00178924311678
	7896401	8.72464715263168e-05	-1.15060080585147
P4HB	8019250	8.73229442208829e-05	0.765258119098641
AHR	8131614	8.75503188143265e-05	1.61541754894671
	7894138	8.77596700654972e-05	-0.508126934091833
	7894627	8.81217911530966e-05	1.20578134014626
F3	7917875	8.87233766520078e-05	0.779671158984128
KDELR1	8038078	8.8748751574157e-05	0.892408305396827
RAB38	7950899	8.89719369873021e-05	1.34350515852155
TRAIP	8087513	8.89719369873021e-05	0.605634938947848
CES3	7996361	8.93839758583666e-05	0.70168840062585
HIST1H4L	8124534	8.93933425699657e-05	2.05271642821882
CLUH	8011293	8.93933425699657e-05	0.776948339462587
RPS24	7928551	9.09786929457525e-05	1.04474578649207
TMEM81	7923707	9.14774629747171e-05	-0.909037862893424
SLC36A4	7950990	9.15702531202522e-05	0.865068939524944
SERPINB10	8021645	9.20043288846303e-05	2.08581750826984
	7893138	9.20498068893234e-05	1.71152905686848
LRP10	7973352	9.20967951326027e-05	-1.46057818449433
ELOVL6	8102342	9.20967951326027e-05	1.36442393570862
HESX1	8088285	9.22177712275411e-05	0.678148810430839
	7895328	9.23524979285131e-05	2.06506985846939
HERC2P4///HERC2P2///HERC2P3///HERC2	8001099	9.33034270164683e-05	1.34691123924603
CSNK1G2	8024358	9.33034270164683e-05	-0.842166827385487
SFPQ	7914791	9.33034270164683e-05	0.869794071680277
PTGES3L-AARSD1///PTGES3L///AARSD1	8015741	9.33086704727747e-05	0.723333509793654
HMGN2	7899187	9.33086704727747e-05	0.670819685777781
	7895747	9.33763066226775e-05	-1.33576078153288
	7981909	9.3410229269913e-05	-0.654039573707479
REM2	7973363	9.37234238198509e-05	-1.60742502130272
THBS1	7982597	9.3826945110875e-05	2.89162989493084
PFN2	8091446	9.4608544102441e-05	-1.26300768770068
DLG5	7934615	9.49399704355117e-05	0.674207825927438
ECHS1	7937217	9.49399704355117e-05	1.07669684071996
RASAL3	8035050	9.60980851623604e-05	-0.750974833244897
SYTL1	7899323	9.70901517826499e-05	-0.743259590214284
P2RX4	7959267	9.71712346795242e-05	1.2206944401644
PTPN11	7958846	9.72893289350694e-05	0.531173489411565
CGRRF1	7974418	9.73863324894628e-05	-0.62883563851927
LMO2	7947450	9.76381355193483e-05	1.39181889547959
	8180304	9.76381355193483e-05	-0.821871366140588
UQCRC1	8087100	9.86468102884223e-05	0.904600893437646
	7893539	9.86468102884223e-05	1.22406941935147
	8180232	9.89543081013237e-05	-0.6205925986644
UQCRHL///UQCRH///UQCRHL///GNA13	7912670	9.90167578361859e-05	1.37161084665646
PLEKHA1	7931081	9.97737813914596e-05	-2.33289046391383
	7896050	9.97805020523954e-05	1.19004241985261
GRB10	8139656	9.97805020523954e-05	1.61824762417574
TP53INP1	8151890	0.000100037114383797	-1.24234111811451
ABAT	7993126	0.000100088281707429	-1.14521739118367
FBLN7	8044440	0.000100209925061553	-0.845407793441045
FAM20B	7907680	0.00010073745616108	0.815377003987528
ARHGAP9	7964436	0.000101077397015378	-1.13274174133333
UBE2C	8063043	0.000101077397015378	0.900353863897958
	7894449	0.000101152938374441	1.50263960260884
LURAP1	7901187	0.000101157532815411	0.710241934391156
LIPE	8037186	0.000101251752335427	-0.724204200085032
STK17B	8057887	0.000101331371367379	-0.886254036825397
NPM3	7935903	0.000101578858992075	0.566777539125855
SPATA7	7976084	0.000101578858992075	0.792081095943312
